link,published,author,series,rating,charnum,awardnum
/work/171020,(1999),by Nicci French,0,(3.4),8,1
/work/5906493,,"by Spike Lee (Director), David Benioff (Screenwriter)",0,(3.94),1,1
/work/5483017,,"by Richard Gere, Richard Hatem (Screenwriter)",0,(3.75),1,1
/work/1698158,(1987),by Bret Easton Ellis,0,(3.6),39,1
/work/18415,(1961),by Stanisław Lem,0,(3.87),8,13
/work/204458,(1998),by Joseph Finder,0,(3.69),3,1
/work/5521,(1975),by Natalie Babbitt,0,(3.93),9,15
/work/139769,(1996),by Louis Begley,1,(3.07),1,2
/work/128178,(1990),by Patrick McGrath,0,(3.8),1,1
/work/7358,(1999),by Janet Fitch,0,(3.88),15,3
/work/2478,,by Rebecca Wells,1,(3.58),9,4
/work/474533,(1989),by Dean Koontz,0,(3.52),1,1
/work/47942,(1997),by Michael Connelly,1,(3.89),2,8
/work/2258,(1839),by Charles Dickens,0,(3.93),17,8
/work/74173,(1902),by A. E. W. Mason,0,(3.71),10,1
/work/1120068,(2002),by Niki Caro (Director),0,(4.31),1,1
/work/8122463,(2002),"by Rob Minkoff (Director), Bruce Joel Rubin (Screenwriter)",1,(3.2),1,1
/work/870,,by Dave Barry,0,(3.61),8,3
/work/10158,(1955),by Graham Greene,0,(3.96),5,4
/work/6709096,,by Yoji Yamada,0,(3.63),1,1
/work/65216,(1999),by John Katzenbach,0,(3.91),1,1
/work/33692,(1994),by Magic Eye Inc.,1,(3.45),1,1
/work/126836,,"by Robin Budd (Director), J. M. Barrie, Donovan Cook (Director)",1,(3.75),1,1
/work/126315,(1974),by Patricia Highsmith,1,(3.77),5,1
/work/2222,(1990),by A.S. Byatt,0,(4.02),11,23
/work/676400,(1875),by José Maria Eça de Queirós,0,(4.02),6,4
/work/6685753,,by Yojiro Takita,0,(3.83),1,1
/work/11994162,(2012),"by Iris Johansen, Roy Johansen",1,(3.76),2,1
/work/104498,(1953),by Rosamond Lehmann,0,(3.54),3,3
/work/36386,(1983),by Joseph F. Girzone,1,(3.63),1,1
/work/5983,(1997),by Po Bronson,0,(3.62),1,1
/work/6504690,,by Guy Maddin,0,(3.33),1,1
/work/2516333,(1966),by Daniel Keyes,0,(4.12),15,13
/work/12286335,,by Charles Binamé (Director),0,,1,1
/work/24586136,,"by Emilio"" ""Boechat",0,,1,1
/work/30428,(1972),by James Kirkwood,0,(3.87),1,1
/work/15887737,,by Pavel Lungin,0,(2),1,1
/work/3864384,,by Javier Valdés,0,,1,1
/work/25224780,,by Koreckij D.A. Корецкий Д. А.,0,,1,1
/work/5403381,,by J. K. Rowling,1,(4.29),31,70
/work/3203347,(1954),by J. R. R. Tolkien,1,(4.37),143,7
/work/60130,(1963),by Pierre Boulle,1,(3.78),9,1
/work/122409,,by Amanda Brown,0,(3.16),1,1
/work/5797,(1999),by Thomas Harris,1,(3.37),15,4
/work/8345,(1999),by Mark Bowden,0,(4.19),5,7
/work/12415,,by Meg Cabot,1,(3.67),14,11
/work/761509,(1996),by Helen Fielding,1,(3.61),3,8
/work/121287,(1947),by Cornell Woolrich,0,(3.54),1,1
/work/3350327,,by James Patterson,1,(3.71),15,4
/work/13894153,,by Gary Fleder (Director),0,(3.39),1,1
/work/477016,,by Tom Savage,0,(3.65),9,1
/work/13428,,by Stephen King,0,(3.66),10,8
/work/10268,,by Beverly Donofrio,0,(3.59),1,2
/work/2668623,,"by Iain Softley, Charles Leavitt (Screenwriter)",0,(3.8),1,1
/work/3062,(1996),by John le Carré,0,(3.38),23,2
/work/21942352,,"by Kaja Blackley, Vanessa Chong (Illustrator)",0,,1,1
/work/227906,(1958),by Friedrich Dürrenmatt,0,(4.01),6,2
/work/704794,,by John Westermann,1,(3),1,1
/work/70789,,by Robert O’Connor,0,(3.73),1,1
/work/5686,(1998),by Laura Zigman,0,(3.21),1,1
/work/3049,(1993),by E. Annie Proulx,0,(3.86),19,17
/work/11436,,"by Peter Hyams (Director), Alexandre Dumas (Writer)",0,(3),4,1
/work/101904,(1998),by Sebastian Faulks,1,(3.53),1,3
/work/118222,(1996),by Donald E. Westlake,1,(3.96),2,1
/work/1805207,(1947),by Elisabeth Sanxay Holding,0,(3.83),5,1
/work/17994,(1996),by Graham Swift,0,(3.59),5,6
/work/114918,,by Charles Colson,0,(3.84),1,5
/work/14663281,,by Jimmy T. Murakami (Director),0,,1,1
/work/83865,(1994),by George Dawes Green,0,(3.58),2,1
/work/140751,(1994),by John Birmingham,1,(3.59),1,1
/work/1239366,,by Virgil A. Lewis,0,,1,1
/work/71632,(1946),by Pearl S. Buck,0,(3.88),1,2
/work/7135,(1991),by Bret Easton Ellis,0,(3.71),69,12
/work/10479,(1978),by Hubert Selby Jr.,0,(4.11),3,1
/work/5691177,(2003),by Koushun Takami,0,(4.11),49,1
/work/3825,(1997),by Sebastian Junger,0,(3.9),11,11
/work/5440,(1996),by Alex Garland,0,(3.77),15,5
/work/126806,(2000),"by Joel Coen (Director), Ethan Coen (Screenwriter)",0,(4.27),1,1
/work/16832352,,by Uli Edel,0,,1,1
/work/2110,(1995),by Nick Hornby,0,(3.92),39,8
/work/5716,(1999),by Joanne Harris,1,(3.81),12,6
/work/1246933,,"by Kevin Lima (Director), Kristen Buckley (Screenwriter), Bob Tzudiker (Screenwriter), Noni White (Screenwriter)",1,(3.2),1,1
/work/2505313,(2000),by Ang Lee (Director),0,(4.01),1,2
/work/3246096,(1982),by L. Ron Hubbard,0,(3.28),2,4
/work/1036800,,by Robert Redford (Director),0,(3.83),1,1
/work/13807163,(2000),"by Mimi Leder (Director), Leslie Dixon (Screenwriter)",0,(3.89),1,1
/work/3136,,by Billie Letts,0,(3.81),8,5
/work/6108,(1995),by Michael Chabon,0,(3.95),10,2
/work/2000888,,"by Gordon Parks (Director), John D.F. Black (Writer), Ernst Tidyman (Author)",0,(3),1,1
/work/3362923,,"by Chuck Russell, Thomas Rickman (Writer)",0,(2),1,1
/work/212540,,by Ted Lewis,1,(3.8),4,1
/work/12988802,,"by Claude Miller (Director), Michel Audiard (Screenwriter)",0,(3.5),1,1
/work/1906740,(1992),by Cormac McCarthy,1,(3.95),4,10
/work/6997434,(1997),by Jean-Christophe Grange,0,(3.8),3,2
/work/2377205,(1979),by Italo Tomassoni,1,(3.25),1,1
/work/11880,(1905),by Edith Wharton,0,(4.03),5,10
/work/156185,(1995),by Willie Morris,0,(3.9),1,1
/work/938714,,by Scott Spencer,0,(3.66),1,1
/work/4725,(1997),by Anita Shreve,0,(3.61),11,4
/work/245731,(1977),by Edward Bunker,0,(3.75),1,1
/work/16470831,,"by Michael Winterbottom, Frank Cottrell Boyce (Writer)",0,,1,1
/work/2245,(1904),by Henry James,0,(3.64),4,9
/work/23930849,,by Gérard Corbiau,0,,1,1
/work/2660222,,by Guy L. Bond,1,,1,1
/work/6156848,(1996),by Chuck Palahniuk,1,(4.08),5,7
/work/10237107,(1999),"by Stanley Kubrick (Director/Screenwriter), Frederic Raphael (Screenwriter)",0,(3.53),1,1
/work/29698,(1996),by Stephen King,1,(4.25),21,5
/work/81018,(1992),"by Nelson DeMille, Robert Ludlum",1,(3.74),4,2
/work/71377,(1955),by Patricia Highsmith,1,(3.92),5,20
/work/5466,(1959),by Shirley Jackson,0,(3.93),19,16
/work/5503,(1993),by Jeffrey Eugenides,0,(3.79),9,6
/work/8478,(1993),by Arturo Pérez-Reverte,0,(3.71),11,7
/work/4595,(1997),by Jeffery Deaver,1,(4),6,3
/work/6852,(1976),by Michael Crichton,0,(3.52),2,1
/work/4912,(1912),by Edgar Rice Burroughs,1,(3.74),15,9
/work/61256,(1968),by Ted Hughes,1,(3.79),1,5
/work/6295,(1945),by E. B. White,0,(3.81),6,4
/work/7863,(1985),by John Irving,0,(4.07),11,5
/work/38805,(1998),"by Homer H. Hickam, Jr.",1,(4.13),12,5
/work/5755,(1998),by Tom Perrotta,0,(3.75),1,2
/work/221816,(1973),by Richard Stark,1,(3.88),1,1
/work/9660215,(1999),by Katt Shea (Director),0,,1,1
/work/4105360,,by Isaac Asimov,0,(3.89),1,1
/work/4272,(1991),by Michael Shaara,0,(3.46),1,1
/work/7438,(1998),by Joe Connelly,0,(3.75),16,1
/work/253292,(1964),by Daniel F. Galouye,0,(3.82),1,1
/work/7960525,(1999),"by John Schultz (Director), Rob Thomas (Screenwriter)",0,(4),1,1
/work/2602545,(1936),"by Charles Bernard Nordhoff, James Norman Hall (Author)",0,(3.83),4,1
/work/5115,(1996),by Frank McCourt,1,(4),3,19
/work/4413,(1998),by Nicholas Sparks,0,(3.57),4,1
/work/4149919,(1999),"by Ang Lee (Director), Daniel Woodrell (Screenwriter)",0,(3.79),1,1
/work/13883130,(1999),"by Sydney Pollack (Director), Kurt Luedtke (Screenwriter)",0,(3),1,1
/work/453708,(1995),by Andrew Klavan,0,(3.63),9,3
/work/39695,,by Jayne Ann Krentz,0,(3.47),2,1
/work/7200,(1951),by Graham Greene,0,(3.96),5,10
/work/48710,,"by Paul J. McAuley (Editor), Kim Newman (Editor)",0,(3.33),1,1
/work/42338,(1986),by Mona Simpson,0,(3.49),6,6
/work/3585,(1994),by Steven Pinker,0,(3.98),8,4
/work/42505,,by Jacquelyn Mitchard,1,(3.48),8,3
/work/36276,(1993),by Mark Childress,0,(3.85),1,2
/work/80905,,by Peter Farrelly,0,(2.88),1,1
/work/301236,,by Jurek Becker,0,(3.98),1,5
/work/762139,,by Hiroshi Takashi,1,(3.67),1,1
/work/5903,(1995),by David Guterson,0,(3.75),16,11
/work/1617471,(1895),by Oscar Wilde,0,(3.94),11,1
/work/4335846,(1973),by Kurt Vonnegut,0,(3.99),39,7
/work/72485,(1995),by Cathleen Schine,0,(3.3),6,1
/work/545272,,"by Walter Lang (Director), Oscar Hammerstein II (Play), Margaret Landon (Original novel), Ernest Lehman (Screenwriter), Richard Rodgers (Play) — 1 more, Leon Shamroy (Cinematographer)",0,(4.41),2,1
/work/11753230,,by Zviane,0,,1,1
/work/3366,(1971),by Hunter S. Thompson,0,(4.06),4,5
/work/8361,(1962),by James Jones,1,(3.81),1,4
/work/2894670,(1987),by Alan Ryan,0,(3.97),1,1
/work/57532,(1978),by Richard Matheson,0,(3.81),5,1
/work/758836,,"by Alfred Hitchcock (Director), John L. Russell (Cinematographer), Joseph Stefano (Screenwriter)",1,(4.34),4,3
/work/74637,(1847),by Alexandre Dumas,1,(3.81),10,1
/work/37361,(1996),by Elmore Leonard,1,(3.66),3,4
/work/2055992,(1998),"by Harold Becker (Director), Lawrence Konner (Screenwriter), Mark Rosenthal (Screenwriter)",0,(3.58),1,1
/work/2182,(1987),by Toni Morrison,0,(3.9),11,55
/work/7554,(1861),by Charles Dickens,0,(3.89),10,26
/work/150141,,by Scott Smith,0,(3.85),3,4
/work/588453,(1994),by Alessandro Baricco,0,(3.91),1,3
/work/17543,(1987),by Michael Crichton,0,(3.56),7,3
/work/71718,(1987),by Stephen McCauley,0,(3.71),1,1
/work/420835,,by Christopher Bram,0,(3.94),8,3
/work/21631,(1995),by Nicholas Evans,0,(3.56),4,5
/work/6323,(1920),by Hugh Lofting,1,(3.69),26,2
/work/293362,,by Vera Chapman,1,(3.83),1,1
/work/45365,(1996),by Terry McMillan,0,(3.24),2,2
/work/7263,(1989),by John Irving,0,(4.25),14,18
/work/35497,(1996),by Joe Klein,0,(3.46),18,4
/work/35381,(1995),by Jonathan Harr,0,(3.9),7,7
/work/10485942,,"by Richard Linklater (Director/Screenwriter), Claude Stanush (Original book)",0,,1,1
/work/5308,(1992),by Esther Freud,0,(3.46),2,2
/work/5789484,(1994),by Anna Quindlen,0,(3.87),1,1
/work/38360,(1973),by Lois Duncan,1,(3.33),10,1
/work/913,(1955),by Vladimir Nabokov,0,(4.09),7,43
/work/24601,(1990),by James Ellroy,1,(4.1),9,7
/work/74493,(1990),by Andrew Neiderman,0,(2.98),1,1
/work/7802,(1959),by Robert A. Heinlein,0,(3.85),3,13
/work/83266,(1992),by Elmore Leonard,0,(3.67),4,1
/work/3252172,(1985),by Carl Sagan,0,(3.99),1,6
/work/12409,(1995),by Michael Crichton,1,(3.5),14,4
/work/861142,(1995),by John Grisham,0,(3.65),8,3
/work/781783,(1994),by James Patterson,1,(3.74),14,3
/work/4684,(1995),"by Douglas Preston, Lincoln Child",1,(3.87),34,4
/work/19121,,by David Brin,0,(3.73),1,7
/work/11400,(1997),"by Michael Caton-Jones (Director), Chuck Pfarrer (Screenwriter), Kenneth Ross (Screenwriter)",0,(3.25),1,1
/work/2210275,,"by Phillip Noyce (Director), Wesley Strick (Screenwriter)",0,(3.47),1,1
/work/2512722,(1993),by Howard Stern,0,(3.54),1,4
/work/2868747,(1994),by Rick Moody,0,(3.74),8,1
/work/19996,(1996),by David Baldacci,0,(3.76),19,4
/work/6181948,,by Jon Amiel,0,(3.21),1,1
/work/53693,(1989),by Russell Banks,0,(3.94),1,3
/work/73707,(1991),by Russell Banks,0,(3.99),6,5
/work/2856,(1992),by Peter Høeg,0,(3.74),1,13
/work/2310,,by Jane Smiley,0,(3.71),8,13
/work/27097,(1988),by Peter Carey,0,(3.77),55,13
/work/1085634,,,0,,1,1
/work/113265,,by F. Bordewijk,0,(3.92),1,1
/work/861081,(1989),by John Grisham,1,(3.83),11,4
/work/2225,(1597),by William Shakespeare,0,(3.72),17,11
/work/3968,(1896),by H. G. Wells,0,(3.63),7,9
/work/1495,(1988),by Roald Dahl,0,(4.26),9,25
/work/10289,(1992),by Olivia Goldsmith,0,(3.48),12,1
/work/7140,(1973),by J. G. Ballard,0,(3.47),6,7
/work/179644,(1993),by William Diehl,1,(3.97),8,1
/work/122301,(1956),by Dodie Smith,1,(4),5,3
/work/5138,(1961),by Roald Dahl,0,(3.96),11,8
/work/2941,(1992),by Michael Ondaatje,0,(3.9),9,16
/work/2971,(1831),by Victor Hugo,0,(3.92),13,13
/work/32221,(1993),by Carl Hiaasen,0,(3.64),5,1
/work/35834,(1984),by Stephen King,0,(3.42),10,1
/work/3031254,,"by Charles F Gieg, Felix Sutton",0,(3),1,1
/work/7078923,,by Sherrilyn Kenyon,1,(3.88),39,1
/work/539600,,by Peter Abrahams,0,(3.36),4,1
/work/4365,(1895),by Thomas Hardy,0,(3.87),11,14
/work/998865,(1996),"by Carroll Ballard (Director), William Lishman (Autobiography)",0,(4.12),1,1
/work/4517484,,by T. Frank Muir,1,(3.16),1,1
/work/6205,(1964),"by Louise Fitzhugh, Louise Fitzhugh",1,(4.07),11,9
/work/179763,(1995),by George Dawes Green,0,(3.56),11,1
/work/6224388,(1966),"by Penny Marshall (Director), Todd Graff (Screenwriter), Allan Scott (Screenwriter)",0,(3),1,1
/work/33943,(1883),by Carlo Collodi,0,(3.72),5,12
/work/35816,(1990),by Valerie Martin,0,(3.64),2,4
/work/5755348,,by Vince Flynn,1,(4.02),2,1
/work/861059,(1994),by John Grisham,0,(3.42),2,1
/work/42405,,by James Lee Burke,1,(3.84),10,1
/work/150146,(1992),by Rosellen Brown,0,(3.48),3,2
/work/816500,(1961),by Kurt Vonnegut,0,(4.1),26,3
/work/56091,,by Jack Higgins,0,(3.34),1,1
/work/7220,(1907),by Joseph Conrad,0,(3.63),10,10
/work/956583,,by Novalyne Price Ellis,0,(4.56),2,1
/work/45488,(1981),by Chris Van Allsburg,1,(4.18),13,15
/work/66235,,by Nicholas Pileggi,0,(3.84),3,1
/work/2228,(1811),by Jane Austen,0,(4.11),18,14
/work/27145,,by Jim Carroll,0,(3.86),1,1
/work/19030,(1992),"by Robert James Waller, Robert James Waller",1,(3.35),8,4
/work/734945,,by Mike Figgis,0,(3.45),3,1
/work/91550,(1992),by Joyce Maynard,0,(3.44),1,1
/work/19812,(1957),by John Wyndham,0,(3.79),5,6
/work/23070,(1990),by Elmore Leonard,1,(3.73),3,5
/work/174785,(1983),by Dick King-Smith,0,(3.94),1,11
/work/1474,(1905),by Frances Hodgson Burnett,0,(4.22),12,7
/work/61171,,by Ann M. Martin,1,(3.62),6,1
/work/11616,(1980),by Michael Crichton,0,(3.27),3,3
/work/35211,(1817),by Sir Walter Scott,1,(3.48),26,5
/work/58240,,by Haruki Murakami,0,(3.83),1,1
/work/43273,(1990),by Walter Mosley,1,(3.81),3,8
/work/6315,(1980),by Lynne Reid Banks,1,(3.73),4,12
/work/10440971,,by Patricia Briggs,1,(4.2),11,1
/work/2264,(1850),"by Nathaniel Hawthorne, Karin Jacobson (Editor)",0,(3.38),7,30
/work/38007,(1992),by Terry McMillan,1,(3.52),11,1
/work/17950,(1991),by Whitney Otto,0,(3.4),1,2
/work/7459,(1992),by Richard Price,0,(4.05),2,2
/work/283417,(1968),by Pete Dexter,0,(3.95),7,1
/work/2335,(1992),by A. S. Byatt,0,(3.56),4,1
/work/122681,(1989),by Rose Tremain,1,(3.79),9,3
/work/23445193,,by Anne Rooney,0,,1,1
/work/4315,,by Dean Koontz,0,(3.51),4,2
/work/93288,(1989),by Beryl Bainbridge,0,(3.66),3,1
/work/1187603,(2002),by Christopher Moore,0,(3.65),6,1
/work/691052,,by Seth J. Margolis,0,(3.64),3,1
/work/4954202,(2008),by Kathi Appelt,0,(3.96),4,10
/work/3580,(1951),by Truman Capote,0,(4.09),6,2
/work/402554,(1990),by Christine Bell,0,(3.55),1,1
/work/553751,,by Donald E. Westlake,0,(3.27),1,1
/work/38337,(1986),by Winston Groom,0,(3.43),20,2
/work/3437,(1976),by Anne Rice,1,(3.83),6,14
/work/155485,(1979),by Jim Harrison,0,(3.89),3,1
/work/8294,(1818),by Mary Shelley,0,(3.81),7,43
/work/40588,(1989),by Tom Clancy,1,(3.74),3,2
/work/35684,(1993),by Michael Crichton,0,(3.42),3,1
/work/861104,(1993),by John Grisham,0,(3.61),4,6
/work/9468398,(1894),by Rudyard Kipling,1,(3.82),42,5
/work/49213,(1967),by Samuel R. Delany,0,(3.31),2,4
/work/13894609,,by Michele Soavi,0,(4),1,1
/work/12978,(1985),"by Anne Rampling, Anne Rice",0,(3.25),3,1
/work/451393,,by Charles Sale,0,(3.67),1,1
/work/5859,(1993),by Richard Russo,0,(4.18),4,2
/work/2070235,(1960),by Louis-Ferdinand Céline,0,(3.78),1,1
/work/8640240,(2009),by N J Cooper,1,(3.2),3,1
/work/71700,,by T. C. Boyle,0,(3.68),13,1
/work/17516424,,by Kar Wai Wong,0,(2),1,1
/work/130138,,by John Muir,0,(4.37),1,1
/work/46639,(1981),by William Boyd,0,(3.7),5,3
/work/12359,(1990),by Michael Crichton,1,(3.92),15,18
/work/6093,(1991),by Peter Hedges,0,(4.12),1,1
/work/122450,(1987),by Anne Fine,0,(3.61),1,2
/work/861125,(1991),by John Grisham,0,(3.74),13,4
/work/1248447,,by Edwin Torres,0,(4.25),1,1
/work/574093,,by Adrian Lyne (Director),0,(3.5),1,1
/work/2237,(1920),by Edith Wharton,0,(4.02),18,22
/work/2770555,(1911),by Frances Hodgson Burnett,0,(4.14),10,14
/work/3035,(1989),by Kazuo Ishiguro,0,(4.19),17,20
/work/12152,(1974),by Piers Paul Read,0,(3.96),16,4
/work/147164,,by Ira Levin,0,(3.04),7,1
/work/861140,(1992),by John Grisham,0,(3.61),11,3
/work/4332132,,"by Brian Gibson, Kate Lanier (Screenwriter), Tina Turner",0,(4.3),2,1
/work/937792,(1993),by Ronald F. Maxwell (Director/Screenwriter),0,(3.96),1,1
/work/26563902,(1955),by Jack Finney,0,(4.01),1,1
/work/4647,(1982),by Isabel Allende,0,(4.08),12,23
/work/4652,(1989),by Amy Tan,0,(3.88),8,15
/work/18918,,by Michael Crichton,0,(3.35),2,1
/work/2668702,,"by Chen Kaige (Director), Bik-Wa Lei (Screenplay), Wei Lu (Screenplay)",0,(3.93),1,1
/work/151736,,by Fred Waitzkin,0,(3.76),2,1
/work/3093889,(1884),by Mark Twain,1,(3.9),3,39
/work/24425,(1989),by Stephen King,0,(3.55),5,2
/work/6519,(1976),by Tom Robbins,0,(3.68),5,2
/work/423978,(1981),by Robert Barnard,0,(3.25),1,1
/work/4143655,(1993),by Adam Simon,1,(1.5),1,1
/work/474242,,by Gerald Petievich,0,(4.5),1,1
/work/883,(1897),by Bram Stoker,0,(3.96),54,31
/work/4599771,(1826),"by James Fenimore Cooper, Edward A. Wilson (Illustrator)",1,(3.47),7,9
/work/6253701,,by Richard Burton (Translator),0,(3.9),1,4
/work/1012032,,"by Robert Redford (Director), Richard Friedenberg (Screenwriter), Norman Maclean (Story), Patrick Markey (Producer), Amalia Mato (Producer) — 1 more, Robert Redford (Producer)",0,(3.84),1,1
/work/598193,(1969),by Giovanni Arpino,0,(3.05),1,3
/work/829005,(1998),by Tom Clancy,1,(3.8),10,1
